"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence","subsector_isco4","filter_applied","n_dropped","dropped_labels"
"Senior Interface & Program Development Officer","ሲኒየር በይነገጽ እና ፕሮግራም ልማት ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","1","0.8209","low_similarity","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","0.8209","low_similarity","","","","","","","","","","","","","","","","","2512.0","yes","4","education administrator; administrative assistant; management assistant; community development officer"
"senior Interior design office","ከፍተኛ የውስጥ ዲዛይን ቢሮ","P","Service","Architecture Construction and Related Consultations","minilm","5","0.8519","high_confidence","interior designer","http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d","0.8519","high_confidence","interior architect","http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7","0.8410","low_similarity","interior planner","http://data.europa.eu/esco/occupation/773e5ea3-235b-4e72-afc5-290dd841eed8","0.7898","low_similarity","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","0.7696","low_similarity","interior landscaper","http://data.europa.eu/esco/occupation/98af7387-3974-457a-aa57-5397d1ea3949","0.7588","low_similarity","","no","0",""
"senior interior designer","ከፍተኛ የውስጥ ዲዛይነር","P","Service","Architecture Construction and Related Consultations","minilm","5","0.9329","high_confidence","interior designer","http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d","0.9329","high_confidence","interior architect","http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7","0.8954","high_confidence","interior planner","http://data.europa.eu/esco/occupation/773e5ea3-235b-4e72-afc5-290dd841eed8","0.8174","low_similarity","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","0.8108","low_similarity","industrial designer","http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775","0.8068","low_similarity","","no","0",""
"Senior Internal Auditor and Risk Management Officer","ከፍተኛ የውስጥ ኦዲተር እና ስጋት አስተዳደር ኦፊሰር","P","Service","Accounting and auditing Jobs","minilm","3","0.8335","low_similarity","financial auditor","http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21","0.8335","low_similarity","corporate risk manager","http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0","0.8323","low_similarity","financial risk manager","http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea","0.8292","low_similarity","","","","","","","","","2411.0","yes","2","ICT auditor manager; insurance agency manager"
"Senior Internal Controller I","ከፍተኛ የውስጥ መቆጣጠሪያ I","P","Service","Accounting and auditing Jobs","minilm","1","0.7627","low_similarity","financial controller","http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd","0.7627","low_similarity","","","","","","","","","","","","","","","","","2411.0","yes","4","air traffic controller; assisting dependent adults with forms, administration, accounts; tram controller; education administrator"
"Senior Internal Controller, Foreign Banking officer II","ከፍተኛ የውስጥ ተቆጣጣሪ፣ የውጭ ባንክ ኦፊሰር II","P","Service","Finance and Administration Services","minilm","5","0.8213","low_similarity","foreign affairs officer","http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f","0.8213","low_similarity","relationship banking manager","http://data.europa.eu/esco/occupation/d96de969-d43d-4082-8559-7fc35484a217","0.7861","low_similarity","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.7853","low_similarity","financial controller","http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd","0.7824","low_similarity","international relations officer","http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff","0.7766","low_similarity","","no","0",""
"Senior internal sales consultant","ከፍተኛ የውስጥ ሽያጭ አማካሪ","P","Business","Wholesale business in specialized stores","minilm","5","0.8208","low_similarity","business consultant","http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97","0.8208","low_similarity","marketing consultant","http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc","0.8138","low_similarity","sales manager","http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c","0.8096","low_similarity","sales assistant","http://data.europa.eu/esco/occupation/9ba74e8a-c40c-4228-9998-eb3c7a5c11df","0.7992","low_similarity","sales engineer","http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d","0.7949","low_similarity","","no","0",""
"Senior International Banking Officer","ከፍተኛ የአለም አቀፍ የባንክ ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8426","low_similarity","bank manager","http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce","0.8426","low_similarity","corporate banking manager","http://data.europa.eu/esco/occupation/d2d451cc-e839-4192-be54-d7724814aa03","0.8383","low_similarity","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.8263","low_similarity","bank account manager","http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6","0.8222","low_similarity","foreign affairs officer","http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f","0.8191","low_similarity","","no","0",""
"Senior International Trade Services Officer","ከፍተኛ የአለም አቀፍ ንግድ አገልግሎት ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8859","high_confidence","trade development officer","http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e","0.8859","high_confidence","international relations officer","http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff","0.8557","high_confidence","foreign affairs officer","http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f","0.8458","low_similarity","customs officer","http://data.europa.eu/esco/occupation/5f16819d-50b9-475b-a2d8-607ee6d99a9d","0.8440","low_similarity","economic policy officer","http://data.europa.eu/esco/occupation/394a4bdd-7032-4d87-89a2-9d937cebdd09","0.8181","low_similarity","","no","0",""
"Senior Inventory Controller","ሲኒየር ኢንቬንቶሪ ተቆጣጣሪ","P","Business","Wholesale business in specialized stores","minilm","5","0.8139","low_similarity","inventory coordinator","http://data.europa.eu/esco/occupation/d7a9f9e0-e2f5-4804-a0e0-b21ebb1403ee","0.8139","low_similarity","financial controller","http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd","0.7510","low_similarity","supply chain assistant","http://data.europa.eu/esco/occupation/c8b296be-54ae-48cf-be21-031fa8457937","0.7454","low_similarity","supply chain manager","http://data.europa.eu/esco/occupation/aacc3918-b5d3-484b-9480-5d29aa550d74","0.7350","low_similarity","elderly home manager","http://data.europa.eu/esco/occupation/eea2b5c6-48d1-4612-957e-585783b3c7bb","0.7118","low_similarity","","no","0",""
"Senior Investigation and Enforcement Officer II","ከፍተኛ የምርመራ እና የማስፈጸሚያ ኦፊሰር II","P","Service","Security Service","minilm","1","0.8172","low_similarity","civil enforcement officer","http://data.europa.eu/esco/occupation/b8b98b65-7db2-43f8-8ac4-2f1903984e7b","0.8172","low_similarity","","","","","","","","","","","","","","","","","5414.0","yes","4","criminal investigator; second officer; police inspector; court enforcement officer"
"Senior Investment & Projects Management Officer","ከፍተኛ የኢንቨስትመንት እና ፕሮጀክቶች አስተዳደር ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8551","high_confidence","project support officer","http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115","0.8551","high_confidence","investment manager","http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036","0.8471","low_similarity","project manager","http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5","0.8335","low_similarity","investment fund manager","http://data.europa.eu/esco/occupation/b95bdbed-1e7e-482a-aa73-7bdbb3e36358","0.8326","low_similarity","investment fund management assistant","http://data.europa.eu/esco/occupation/934c3572-37f4-4cdd-a4a4-017f5f7809e4","0.8192","low_similarity","","no","0",""
"Senior Investment Analyst","ሲኒየር ኢንቨስትመንት ተንታኝ","P","Service","Finance and Administration Services","minilm","5","0.9270","high_confidence","investment analyst","http://data.europa.eu/esco/occupation/b7f47c25-bdf3-42fa-a68e-ad32754b2dba","0.9270","high_confidence","financial analyst","http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c","0.8700","high_confidence","investment adviser","http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e","0.8632","high_confidence","securities analyst","http://data.europa.eu/esco/occupation/076d23f3-a689-4f1a-8b55-ae870c9aaa85","0.8585","high_confidence","investment manager","http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036","0.8439","low_similarity","","no","0",""
"Senior Investment Economist","ሲኒየር ኢንቨስትመንት ኢኮኖሚስት","P","Service","Finance and Administration Services","minilm","5","0.8555","high_confidence","investment analyst","http://data.europa.eu/esco/occupation/b7f47c25-bdf3-42fa-a68e-ad32754b2dba","0.8555","high_confidence","investment adviser","http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e","0.8545","high_confidence","economist","http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c","0.8451","low_similarity","investment manager","http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036","0.8427","low_similarity","economic adviser","http://data.europa.eu/esco/occupation/56afc09a-75a0-49c7-a5cb-256df45d8f2d","0.8257","low_similarity","","no","0",""
"Senior Investor Education Officer","ከፍተኛ ባለሀብት ትምህርት ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8542","high_confidence","investment adviser","http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e","0.8542","high_confidence","real estate investor","http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0","0.8473","low_similarity","investor relations manager","http://data.europa.eu/esco/occupation/4c715719-3c3f-4058-ba00-9b2ef34848e8","0.8472","low_similarity","investment manager","http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036","0.8450","low_similarity","corporate investment banker","http://data.europa.eu/esco/occupation/244a79eb-122b-4bee-8065-b4c39efce4ff","0.8409","low_similarity","","no","0",""
"Senior Investor Relations Officer","ከፍተኛ ባለሀብት ግንኙነት ኃላፊ","P","Service","Finance and Administration Services","minilm","5","0.9142","high_confidence","investor relations manager","http://data.europa.eu/esco/occupation/4c715719-3c3f-4058-ba00-9b2ef34848e8","0.9142","high_confidence","investment adviser","http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e","0.8473","low_similarity","investment manager","http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036","0.8347","low_similarity","corporate investment banker","http://data.europa.eu/esco/occupation/244a79eb-122b-4bee-8065-b4c39efce4ff","0.8308","low_similarity","public relations officer","http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134","0.8242","low_similarity","","no","0",""
"Senior Irrigation Agronomist","ከፍተኛ የመስኖ እርሻ ባለሙያ","P","Construction","Irrigation system","minilm","5","0.8260","low_similarity","irrigation technician","http://data.europa.eu/esco/occupation/534d18fe-eae4-4a02-af4d-f78e92faa5d5","0.8260","low_similarity","irrigation system installer","http://data.europa.eu/esco/occupation/ef53663e-c295-43a4-a48e-84254270b138","0.8188","low_similarity","agronomic crop production team leader","http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93","0.7755","low_similarity","horticulture production team leader","http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a","0.7449","low_similarity","horticulture worker","http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883","0.7445","low_similarity","","no","0",""
"Senior Irrigation Engineer IV","ከፍተኛ የመስኖ መሐንዲስ IV","P","Construction","Irrigation system","minilm","5","0.8954","high_confidence","irrigation technician","http://data.europa.eu/esco/occupation/534d18fe-eae4-4a02-af4d-f78e92faa5d5","0.8954","high_confidence","water engineer","http://data.europa.eu/esco/occupation/fcf9024e-277c-43c7-8ec8-8903e5c9c576","0.8411","low_similarity","agricultural engineer","http://data.europa.eu/esco/occupation/4d5bd738-9202-4fd7-bd8c-7dbe914048de","0.8261","low_similarity","water systems engineering technician","http://data.europa.eu/esco/occupation/13331bd9-0599-47c0-9812-29650c218de3","0.8220","low_similarity","water plant technician","http://data.europa.eu/esco/occupation/7f800e7d-9d86-406a-9116-b5eca7526869","0.8164","low_similarity","","no","0",""
"Senior IS Security Officer","ከፍተኛ የአይኤስ ደህንነት ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2512.0","yes","5","security guard; airport security officer; security guard supervisor; social security officer; hospitality establishment security officer"
"Senior IT and Systems Auditor","ሲኒየር IT እና ሲስተምስ ኦዲተር","P","Service","Accounting audit and adminstrative works","minilm","5","0.9049","high_confidence","IT auditor","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d","0.9049","high_confidence","ICT auditor manager","http://data.europa.eu/esco/occupation/76a1a76c-b014-4600-8901-56cb936de7ed","0.8459","low_similarity","financial auditor","http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21","0.7977","low_similarity","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","0.7902","low_similarity","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.7813","low_similarity","","no","0",""
"Senior IT Auditor","ከፍተኛ የአይቲ ኦዲተር","P","Service","Accounting audit and adminstrative works","minilm","5","0.9298","high_confidence","IT auditor","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d","0.9298","high_confidence","ICT auditor manager","http://data.europa.eu/esco/occupation/76a1a76c-b014-4600-8901-56cb936de7ed","0.8737","high_confidence","financial auditor","http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21","0.8429","low_similarity","audit supervisor","http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365","0.7947","low_similarity","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.7886","low_similarity","","no","0",""
"Senior IT Business Analyst","ከፍተኛ የአይቲ ንግድ ተንታኝ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","4","0.8900","high_confidence","ICT business analyst","http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0","0.8900","high_confidence","ICT business analysis manager","http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f","0.8516","high_confidence","software analyst","http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86","0.8498","low_similarity","ICT system analyst","http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471","0.8491","low_similarity","","","","","2512.0","yes","1","business analyst"
"Senior IT Customer Service Officer","ከፍተኛ የአይቲ የደንበኞች አገልግሎት ኦፊሰር","P","ICT and digital work","Information Communication Technology Training Service","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2356.0","yes","5","customer service representative; ICT system administrator; chief technology officer; chief ICT security officer; chief information officer"
"Senior IT Engineer","ከፍተኛ የአይቲ መሐንዲስ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2512.0","yes","5","industrial engineer; electronics engineer; computer hardware engineer; manufacturing engineer; design engineer"
"Senior IT Facility Engineer","ከፍተኛ የአይቲ ፋሲሊቲ መሐንዲስ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2512.0","yes","5","industrial engineer; process engineer; computer hardware engineer; electronics engineer; research engineer"
"Senior IT Innovation Officer","ከፍተኛ የአይቲ ፈጠራ ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","3","0.8245","low_similarity","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8245","low_similarity","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8125","low_similarity","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","0.8084","low_similarity","","","","","","","","","2512.0","yes","2","chief technology officer; ICT operations manager"
"Senior IT Network Management Officer","ከፍተኛ የአይቲ አውታረ መረብ አስተዳደር ኦፊሰር","P","ICT and digital work","Computer network design deployment and implementation tasks","minilm","4","0.8971","high_confidence","ICT network administrator","http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95","0.8971","high_confidence","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8594","high_confidence","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8555","high_confidence","ICT network engineer","http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d","0.8531","high_confidence","","","","","2523.0","yes","1","ICT operations manager"
"Senior IT Officer","ከፍተኛ የአይቲ ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","2","0.8404","low_similarity","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8404","low_similarity","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8293","low_similarity","","","","","","","","","","","","","2512.0","yes","3","chief information officer; chief technology officer; police officer"
"Senior IT Program Management Officer","ከፍተኛ የአይቲ ፕሮግራም አስተዳደር ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","3","0.8273","low_similarity","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8273","low_similarity","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","0.8260","low_similarity","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8245","low_similarity","","","","","","","","","2512.0","yes","2","ICT operations manager; management assistant"
"Senior IT Risk & Cyber Security Officer","ከፍተኛ የአይቲ ስጋት እና የሳይበር ደህንነት ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","4","0.8706","high_confidence","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8706","high_confidence","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8590","high_confidence","ICT security manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f","0.8407","low_similarity","ICT security engineer","http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4","0.8303","low_similarity","","","","","2512.0","yes","1","ICT security technician"
"Senior IT Risk Officer","ከፍተኛ የአይቲ ስጋት ኦፊሰር","P","ICT and digital work","Software Design Development and Implementation Works","minilm","2","0.8396","low_similarity","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8396","low_similarity","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8340","low_similarity","","","","","","","","","","","","","2512.0","yes","3","data protection officer; health and safety officer; chief information officer"
"Senior IT Security Administrator","ከፍተኛ የአይቲ ደህንነት አስተዳዳሪ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","4","0.9140","high_confidence","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.9140","high_confidence","ICT security manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f","0.8515","high_confidence","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8498","low_similarity","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","0.8487","low_similarity","","","","","2512.0","yes","1","security manager"
"Senior IT Security Engineer","ከፍተኛ የአይቲ ደህንነት መሐንዲስ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","4","0.9004","high_confidence","ICT security engineer","http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4","0.9004","high_confidence","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","0.8659","high_confidence","embedded systems security engineer","http://data.europa.eu/esco/occupation/1c5a896a-e010-4217-a29a-c44db26e25da","0.8478","low_similarity","ICT security manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f","0.8470","low_similarity","","","","","2512.0","yes","1","ICT security technician"
"Senior IT Support Expert","ከፍተኛ የአይቲ ድጋፍ ባለሙያ","P","ICT and digital work","Information Communication Technology Training Service","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2356.0","yes","5","ICT system administrator; project support officer; ICT security administrator; ICT network administrator; ICT help desk agent"
"Senior IT support personal","ሲኒየር የአይቲ ድጋፍ የግል","P","ICT and digital work","Information Communication Technology Training Service","minilm","1","0.7460","low_similarity","academic support officer","http://data.europa.eu/esco/occupation/2ddde737-28f3-444d-b1f8-ef12cc2df3c7","0.7460","low_similarity","","","","","","","","","","","","","","","","","2356.0","yes","4","assisting dependent adults with forms, administration, accounts; student financial support coordinator; affective/emotional support for non-dependent adult household and family members; affective/emotional support for dependent adults"
"Senior IT System Analyst","ከፍተኛ የአይቲ ስርዓት ተንታኝ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","5","0.8862","high_confidence","ICT system analyst","http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471","0.8862","high_confidence","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","0.8428","low_similarity","software analyst","http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86","0.8393","low_similarity","ICT system developer","http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135","0.8245","low_similarity","ICT system architect","http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae","0.8119","low_similarity","2512.0","yes","0",""
"Senior ITSM Officer","ከፍተኛ የ ITSM መኮንን","U","ICT and digital work","Software Design Development and Implementation Works","minilm","1","0.8385","low_similarity","chief ICT security officer","http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28","0.8385","low_similarity","","","","","","","","","","","","","","","","","2512.0","yes","4","chief information officer; chief operating officer; chief technology officer; defence administration officer"
"Senior Javascript Team Leader","ከፍተኛ የጃቫስክሪፕት ቡድን መሪ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2512.0","yes","5","activity leader; quick service restaurant team leader; script supervisor; youth offending team worker; chief executive officer"
"Senior Journalist","ከፍተኛ ጋዜጠኛ","P","Sport Culture and tourism","Journalism","minilm","5","0.9264","high_confidence","journalist","http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234","0.9264","high_confidence","political journalist","http://data.europa.eu/esco/occupation/eb7e42d0-9b3f-49ad-81f1-b9ee8491bf39","0.8852","high_confidence","business journalist","http://data.europa.eu/esco/occupation/db3da11f-67a0-415f-b785-81f33d3be810","0.8721","high_confidence","newspaper editor","http://data.europa.eu/esco/occupation/26ce22fe-4018-4387-8e6b-c2555f5fc0ac","0.8506","high_confidence","sports journalist","http://data.europa.eu/esco/occupation/70b5896f-988e-4084-9c19-2c82bd5cc9a5","0.8459","low_similarity","2642.0","yes","0",""
"Senior Knowledge Management Officer","ከፍተኛ የእውቀት አስተዳደር ኦፊሰር","P","Service","Information and Communication Technology Consulting Service","minilm","1","0.8489","low_similarity","knowledge engineer","http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f","0.8489","low_similarity","","","","","","","","","","","","","","","","","2511.0","yes","4","public relations officer; management assistant; document management officer; education administrator"
"Senior KYC and CDD Officer","ከፍተኛ የKYC እና የሲዲዲ ኦፊሰር","U","Service","Finance and Administration Services","minilm","5","0.7767","low_similarity","court administrative officer","http://data.europa.eu/esco/occupation/a7f63810-a21a-4e7e-8aa2-6637d14ea3c1","0.7767","low_similarity","court enforcement officer","http://data.europa.eu/esco/occupation/b471350e-23ce-4789-a821-5500b28cffe1","0.7606","low_similarity","civil service administrative officer","http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed","0.7601","low_similarity","probation officer","http://data.europa.eu/esco/occupation/6a7212c9-40da-4346-a190-3896bdd9a925","0.7576","low_similarity","defence administration officer","http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7","0.7564","low_similarity","","no","0",""
"Senior KYC, Mobile & Agent Banking officer","ሲኒየር KYC፣ ​​የሞባይል እና ወኪል የባንክ ኦፊሰር","U","Service","Finance and Administration Services","minilm","5","0.7946","low_similarity","bank manager","http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce","0.7946","low_similarity","bank account manager","http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6","0.7877","low_similarity","relationship banking manager","http://data.europa.eu/esco/occupation/d96de969-d43d-4082-8559-7fc35484a217","0.7871","low_similarity","corporate banking manager","http://data.europa.eu/esco/occupation/d2d451cc-e839-4192-be54-d7724814aa03","0.7860","low_similarity","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.7787","low_similarity","","no","0",""
"Senior Label Machine Operator","ሲኒየር መለያ ማሽን ኦፕሬተር","P","Manufacturing","Manufacturing of plastic products","minilm","2","0.7790","low_similarity","lasting machine operator","http://data.europa.eu/esco/occupation/16d7bae5-503e-4e19-bc8b-619c9bcf5c4f","0.7790","low_similarity","paper machine operator","http://data.europa.eu/esco/occupation/4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0","0.7765","low_similarity","","","","","","","","","","","","","8142.0","yes","3","machine operator supervisor; swaging machine operator; boring machine operator"
"Senior Laboratory Advisor","ከፍተኛ የላቦራቶሪ አማካሪ","P","Service","Laboratory test","minilm","1","0.8614","high_confidence","medical laboratory assistant","http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c","0.8614","high_confidence","","","","","","","","","","","","","","","","","3212.0","yes","4","medical laboratory manager; scientific laboratory technician; academic advisor; biochemistry technician"
"Senior Laboratory Manager","ከፍተኛ የላብራቶሪ ሥራ አስኪያጅ","P","Service","Laboratory test","minilm","1","0.8604","high_confidence","medical laboratory assistant","http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c","0.8604","high_confidence","","","","","","","","","","","","","","","","","3212.0","yes","4","medical laboratory manager; scientific laboratory technician; research manager; biochemistry technician"
